URL,Text
https://www.dhammatalks.org/suttas/KN/Dhp/Ch01.html,"
              Dhp I : PairsNavigationSuttas/KN/Dhp/1
              
                Phenomena are
                preceded by the heart,
                ruled by the heart,
                made of the heart.
                If you speak or act
                with a corrupted heart,
                then suffering follows you –
                as the wheel of the cart,
                the track of the ox
                that pulls it.
              
              
                Phenomena are
                preceded by the heart,
                ruled by the heart,
                made of the heart.
                If you speak or act
                with a calm, bright heart,
                then happiness follows you,
                like a shadow
                that never leaves.
              
              1-2*
              
                ‘He       insulted me,
                hit me,
                beat me,
                robbed me’
                –for those who brood on this,
                hostility isn’t stilled.
              
              
                ‘He insulted me,
                hit me,
                beat me,
                robbed me’–
                for those who don’t brood on this,
                hostility is stilled.
              
              
                Hostilities aren’t stilled
                through hostility,
                regardless.
                Hostilities are stilled
                through non-hostility:
                this, an unending truth.
              
              
                Unlike those who don’t realize
                that we’re here on the verge
                of perishing,
                those who do:
                their quarrels are stilled.
              
              3-6
              
                One who stays focused on the beautiful,
                is unrestrained with the senses,
                knowing no moderation in food,
                apathetic, unenergetic:
                Mara overcomes him
                as the wind, a weak tree.
              
              
                One who stays focused on the foul,
                is restrained with regard to the senses,
                knowing moderation in food,
                full of conviction & energy:
                Mara does not overcome him
                as the wind, a mountain of rock.
              
              7-8*
              
                He who,
                depraved,
                devoid
                of truthfulness
                & self-control,
                puts on the ochre robe,
                doesn’t deserve the ochre robe.
              
              
                But he who is free
                of depravity
                endowed
                with truthfulness
                & self-control,
                well-established
                in the precepts,
                truly deserves the ochre robe.
              
              9-10
              
                Those who regard
                non-essence as essence
                and see essence as non-,
                don’t get to the essence,
                ranging about in wrong resolves.
              
              
                But those who know
                essence as essence,
                and non-essence as non-,
                get to the essence,
                ranging about in right resolves.
              
              11-12*
              
                As rain seeps into
                an ill-thatched hut,
                so passion,
                the undeveloped mind.
              
              
                As rain doesn’t seep into
                a well-thatched hut,
                so passion does not,
                the well-developed mind.
              
              13-14
              
                Here
                he grieves
                he grieves
                hereafter.
                In both worlds
                the wrong-doer grieves.
                He grieves, he’s afflicted,
                seeing the corruption
                of his deeds.
              
              
                Here
                he rejoices
                he rejoices
                hereafter.
                In both worlds
                the merit-maker rejoices.
                He rejoices, is jubilant,
                seeing the purity
                of his deeds.
              
              
                Here
                he’s tormented
                he’s tormented
                hereafter.
                In both worlds
                the wrong-doer’s tormented.
                He’s tormented at the thought,
                ‘I’ve done wrong.’
                Having gone to a bad destination,
                he’s tormented
                all the more.
              
              
                Here
                he delights
                he delights
                hereafter.
                In both worlds
                the merit-maker delights.
                He delights at the thought,
                ‘I’ve made merit.’
                Having gone to a good destination,
                he delights
                all the more.
              
              15-18*
              
                If he recites many teachings, but
                –heedless man–
                doesn’t do what they say,
                like a cowherd counting the cattle of
                others,
                he has no share in the contemplative life.
              
              
                If he recites next to nothing
                but follows the Dhamma
                in line with the Dhamma;
                abandoning passion,
                aversion, delusion;
                alert,
                his mind well released,
                not clinging
                either here or hereafter:
                he has his share in the contemplative life.
              
              19-20
            "
https://www.dhammatalks.org/suttas/KN/Dhp/Ch02.html,"
              Dhp II : HeedfulnessNavigationSuttas/KN/Dhp/2
              
                Heedfulness:
                the path to the Deathless.
                Heedlessness:
                the path to death.
                The heedful do not die.
                The heedless are as if
                already dead.
              
              
                Knowing this as a true distinction,
                those wise
                in heedfulness
                rejoice
                in heedfulness,
                enjoying the range of the noble ones.
              
              
                The enlightened, constantly
                absorbed in jhana,
                persevering,
                firm in their effort:
                they touch Unbinding,
                the unexcelled rest
                from the yoke.
              
              
                Those with initiative,
                mindful,
                clean in action,
                acting with due consideration,
                heedful, restrained,
                living the Dhamma:
                their glory
                grows.
              
              21-24*
              
                Through initiative, heedfulness,
                restraint, & self-control,
                the wise would make
                an island
                no flood
                can submerge.
              
              25
              
                They’re addicted to heedlessness
                –dullards, fools–
                while one who is wise
                cherishes heedfulness
                as his highest wealth.
              
              26
              
                Don’t give way to heedlessness
                or to intimacy
                with sensual delight–
                for a heedful person,
                absorbed in jhana,
                attains an abundance of ease.
              
              27
              
                When the wise person drives out
                heedlessness
                with heedfulness,
                having climbed the high tower
                of discernment,
                sorrow-free,
                he observes the sorrowing crowd–
                as the enlightened man,
                having scaled
                a summit,
                the fools on the ground below.
              
              28
              
                Heedful among the heedless,
                wakeful among those asleep,
                just as a fast horse advances,
                leaving the weak behind:
                so the wise.
              
              29
              
                Through heedfulness, Indra won
                to lordship over the devas.
                Heedfulness is praised,
                heedlessness censured–
                always.
              
              30
              
                The monk delighting in heedfulness,
                seeing danger in heedlessness,
                advances like a fire,
                burning fetters
                great & small.
              
              
                 The monk delighting in heedfulness,
                seeing danger in heedlessness
                –incapable of falling back–
                stands right on the verge
                of Unbinding.
              
              31-32
            "
https://www.dhammatalks.org/suttas/KN/Dhp/Ch03.html,"
              Dhp III : The MindNavigationSuttas/KN/Dhp/3
              
                Quivering, wavering,
                hard to guard,
                to hold in check:
                the mind.
                The sage makes it straight–
                like a fletcher,
                the shaft of an arrow.
              
              
                Like a fish
                pulled from its home in the water
                & thrown on land:
                this mind flips & flaps about
                to escape Mara’s sway.
              
              
                Hard to hold down,
                nimble,
                alighting wherever it likes:
                the mind.
                Its taming is good.
                The mind well-tamed
                brings ease.
              
              
                So hard to see,
                so very, very subtle,
                alighting wherever it likes:
                the mind.
                The wise should guard it.
                The mind protected
                brings ease.
              
              
                Wandering far,
                going alone,
                bodiless,
                lying in a cave:
                the mind.
                Those who restrain it:
                from Mara’s bonds
                they’ll be freed.
              
              33-37*
              
                For a person of unsteady mind,
                not knowing true Dhamma,
                serenity
                set                adrift:
                discernment doesn’t grow full.
              
              38
              
                For a person of unsoddened mind,
                unassaulted awareness,
                abandoning merit & evil,
                wakeful,
                there is
                no danger
                no fear.
              
              39*
              
                Knowing this body
                is like a clay jar,
                securing this mind
                like a fort,
                attack Mara
                with the spear of discernment,
                then guard what’s won
                without settling there,
                without laying claim.
              
              40*
              
                All too soon, this body
                will lie on the ground
                cast off,
                bereft of consciousness,
                like a useless scrap
                of wood.
              
              41
              
                Whatever an enemy might do
                to an enemy,
                or a foe to a foe,
                the ill-directed mind
                can do to you
                even worse.
              
              
                Whatever a mother, father
                or other kinsman
                might do for you,
                the well-directed mind
                can do for you
                even better.
              
              42-43*
            "
https://www.dhammatalks.org/suttas/KN/Dhp/Ch04.html,"
              Dhp IV : BlossomsNavigationSuttas/KN/Dhp/4
              
                Who will penetrate this earth
                & this realm of death
                with all its gods?
                Who will ferret out
                the well-taught Dhamma-saying,
                as the skillful flower-arranger
                the flower?
              
              
                The learner-on-the-path
                will penetrate this earth
                & this realm of death
                with all its gods.
                The learner-on-the-path
                will ferret out
                the well-taught Dhamma-saying,
                as the skillful flower-arranger
                the flower.
              
              44-45*
              
                Knowing this body
                is like foam,
                realizing its nature
                –a mirage–
                cutting out
                the blossoms of Mara,
                you go where the King of Death
                can’t see.
              
              46
              
                The man immersed in
                gathering blossoms,
                his heart distracted:
                death sweeps him away–
                as a great flood,
                a village asleep.
              
              
                The man immersed in
                gathering blossoms,
                his heart distracted,
                insatiable in sensual pleasures:
                the End-Maker holds him
                under his sway.
              
              47-48*
              
                As a bee–without harming
                the blossom,
                its color,
                its fragrance–
                takes its nectar & flies away:
                so should the sage
                go through a village.
              
              49
              
                Focus,
                not on the rudenesses of others,
                not on what they’ve done
                or left undone,
                but on what you
                have & haven’t done
                yourself.
              
              50
              
                Just like a blossom,
                bright colored
                but scentless:
                a well-spoken word
                is fruitless
                when not carried out.
              
              
                Just like a blossom,
                bright colored
                & full of scent:
                a well-spoken word
                is fruitful
                when well carried out.
              
              51-52
              
                Just as from a heap of flowers
                many garland strands can be made,
                even so
                one born & mortal
                should do
                –with what’s born & is mortal–
                many a skillful thing.
              
              53*
              
                No flower’s scent
                goes against the wind–
                not sandalwood,
                jasmine,
                tagara.
                But the scent of the good
                does go against the wind.
                The person of integrity
                wafts a scent
                in every direction.
              
              
                Sandalwood, tagara,
                lotus, & jasmine:
                among these scents,
                the scent of virtue
                is unsurpassed.
              
              
                Next to nothing, this scent
                –sandalwood, tagara–
                while the scent of virtuous conduct
                wafts to the devas,
                supreme.
              
              54-56*
              
                Those consummate in virtue,
                dwelling
                in heedfulness,
                released
                through right knowing:
                Mara can’t follow their tracks.
              
              57*
              
                As in a pile of rubbish
                cast by the side of a highway
                a lotus might grow
                clean-smelling
                pleasing the heart,
                so in the midst of the rubbish-like,
                people run-of-the-mill & blind,
                there dazzles with discernment
                the disciple of the Rightly
                Self-Awakened One.
              
              58-59
            "
https://www.dhammatalks.org/suttas/KN/Dhp/Ch05.html,"
              Dhp V : FoolsNavigationSuttas/KN/Dhp/5
              
                Long for the wakeful is the night.
                Long for the weary, a league.
                For fools
                unaware of True Dhamma,
                samsara
                is long.
              
              60
              
                If, in your course, you don’t meet
                your equal, your better,
                then continue your course,
                firmly,
                alone.
                There’s no fellowship with fools.
              
              61
              
                ‘I have sons, I have wealth’–
                the fool torments himself.
                When even he himself
                doesn’t belong to himself,
                how then sons?
                How wealth?
              
              62
              
                A fool with a sense of his foolishness
                is–at least to that extent–wise.
                But a fool who thinks himself wise
                really deserves to be called
                a fool.
              
              63
              
                Even if for a lifetime
                the fool stays with the wise,
                he knows nothing of the Dhamma–
                as the ladle,
                the taste of the soup.
              
              
                Even if for a moment,
                the perceptive person stays with the wise,
                he immediately knows the Dhamma–
                as the tongue,
                the taste of the soup.
              
              64-65
              
                Fools, their wisdom weak,
                are their own enemies
                as they go through life,
                doing evil
                that bears
                bitter fruit.
              
              66
              
                It’s not good,
                the doing of the deed
                that,   once it’s done,
                you regret,
                whose result you reap crying,
                your face in tears.
              
              
                It’s good,
                the doing of the deed
                that,   once it’s done,
                you don’t regret,
                whose result you reap gratified,
                happy at heart.
              
              67-68
              
                As long as evil has yet to ripen,
                the fool mistakes it for honey.
                But when that evil ripens,
                the fool falls into
                pain.
              
              69
              
                Month after month
                the fool might eat
                only a tip-of-grass measure of food,
                but he wouldn’t be worth
                one sixteenth
                of those who’ve fathomed
                the Dhamma.
              
              70
              
                An evil deed, when done,
                doesn’t–like ready milk–
                come out right away.
                It follows the fool,
                smoldering
                like a fire
                hidden in ashes.
              
              71*
              
                Only for his ruin
                does renown come to the fool.
                It ravages his bright fortune
                & rips his head      apart.
              
              
                He would want unwarranted status,
                preeminence among monks,
                authority
                among monasteries,
                homage
                from lay families.
              
              
                ‘Let householders & those gone forth
                both think that this
                was done by me alone.
                May I alone determine
                what’s a duty, what’s not’:
                the resolve of a fool
                as they grow–
                his desire & pride.
              
              72-74
              
                The path to material gain
                goes one way,
                the way to Unbinding,
                another.
                Realizing this, the monk,
                a disciple to the Awakened One,
                should not relish offerings,
                should cultivate            seclusion
                instead.
              
              75
            "
https://www.dhammatalks.org/suttas/KN/Dhp/Ch06.html,"
              Dhp VI : The WiseNavigationSuttas/KN/Dhp/6
              
                Regard him as one who
                points out
                treasure,
                the wise one who
                seeing your faults
                rebukes you.
                Stay with this sort of sage.
                For the one who stays
                with a sage of this sort,
                things get better,
                not worse.
              
              
                Let him admonish, instruct,
                deflect you
                away from poor manners.
                To the good, he’s endearing;
                to the bad, he’s not.
              
              76-77
              
                Don’t associate with bad friends.
                Don’t associate with the low.
                Associate with admirable friends.
                Associate with the best.
              
              78
              
                Drinking the Dhamma,
                refreshed by the Dhamma,
                one sleeps at ease
                with clear awareness & calm.
                In the Dhamma revealed
                by the noble ones,
                the wise person
                always delights.
              
              79*
              
                Irrigators guide
                the water.
                Fletchers shape
                the arrow shaft.
                Carpenters shape
                the wood.
                The wise control
                themselves.
              
              80
              
                As a single slab of rock
                won’t budge in the wind,
                so the wise are not moved
                by praise,
                by blame.
              
              81
              
                Like a deep lake,
                clear, unruffled, & calm:
                so the wise become clear,
                calm,
                on hearing words of the Dhamma.
              
              82
              
                Everywhere, truly,
                those of integrity
                stand apart.
                They, the good,
                don’t chatter in hopes
                of favor or gains.
                When touched
                now by pleasure,
                now pain,
                the wise give no sign
                of high
                or low.
              
              83*
              
                One who wouldn’t–
                not for his own sake
                nor that of another–
                hanker for
                wealth,
                a son,
                a kingdom,
                his own fulfillment,
                by unrighteous means:
                he is
                righteous, rich
                in virtue,
                discernment.
              
              84
              
                Few are the people
                who reach the Far Shore.
                These others
                simply scurry along
                this shore.
              
              
                But those who practice Dhamma
                in line with the well-taught Dhamma,
                will cross over the realm of Death
                so hard to transcend.
              
              
                 Forsaking dark practices,
                the wise person
                should develop the bright,
                having gone from home
                to no-home
                in seclusion, so hard to enjoy.
              
              
                There he should wish for delight,
                discarding sensuality–
                he who has nothing.
                He should cleanse himself–wise–
                of what defiles the mind.
              
              
                Whose minds are well-developed
                in the factors for self-awakening,
                who delight in non-clinging,
                relinquishing grasping–
                resplendent,
                their effluents ended:
                they, in the world,
                are Unbound.
              
              85-89*
            "
https://www.dhammatalks.org/suttas/KN/Dhp/Ch07.html,"
              Dhp VII : ArahantsNavigationSuttas/KN/Dhp/7
              
                In one who
                has gone the full distance,
                is free from sorrow,
                is everywhere
                fully released,
                has abandoned all bonds:
                no fever is found.
              
              90
              
                The mindful keep active,
                don’t delight in settling back.
                They renounce every home,
                every home,
                like swans taking off from a lake.
              
              91
              
                Not hoarding,
                having comprehended food,
                their pasture–emptiness
                & freedom without sign:
                their course,
                like that of birds through space,
                can’t be traced.
              
              
                Effluents ended,
                independent of nutriment,
                their pasture–emptiness
                & freedom without sign:
                their trail,
                like that of birds through space,
                can’t be traced.
              
              92-93*
              
                He whose senses are steadied
                like stallions
                well-trained by the charioteer,
                his conceit abandoned,
                free of effluent,
                Such:
                even devas adore him.
              
              
                Like the earth, he doesn’t react–
                cultured,
                Such,
                like Indra’s pillar,
                like a lake free of mud.
                For him
                –Such–
                there’s no traveling on.
              
              
                Calm is his mind,
                calm his speech
                & his deed:
                one who’s released through right knowing,
                pacified,
                Such.
              
              94-96*
              
                The man
                faithless / beyond conviction
                 ungrateful / knowing the Unmade
                a burglar / who has severed connections
                who’s destroyed
                 his chances / conditions
                who eats vomit: / has disgorged expectations:
                the ultimate person.
              
              97*
              
                In village or wilds,
                valley, plateau:
                that place is delightful
                where arahants dwell.
              
              98
              
                Delightful wilds
                where the crowds don’t delight,
                those free from passion
                delight,
                for they’re not searching
                for sensual pleasures.	
              
              99
            "
https://www.dhammatalks.org/suttas/KN/Dhp/Ch08.html,"
              Dhp VIII : ThousandsNavigationSuttas/KN/Dhp/8
              
                Better
                than if there were thousands
                of meaningless words is
                one
                meaningful
                word
                that on hearing
                brings peace.
              
              
                Better
                than if there were thousands
                of meaningless verses is
                one
                meaningful
                line of verse
                that on hearing
                brings peace.
              
              
                And better than chanting hundreds
                of meaningless verses is
                one
                Dhamma-saying
                that on hearing
                brings peace.
              
              100-102*
              
                Greater in battle
                than the man who would conquer
                a thousand-thousand men,
                is he who would conquer
                just one–
                himself.
              
              
                Better to conquer yourself
                than others.
              
              
                When you’ve trained yourself,
                living in constant self-control,
                neither a deva nor gandhabba,
                nor a Mara banded with Brahmas,
                could turn that triumph
                back into defeat.
              
              103-105
              
                You could, month by month,
                at a cost of thousands,
                conduct sacrifices
                a hundred times,
                or
                pay a single moment’s homage
                to one person,
                self-cultivated.
                Better than a hundred years of sacrifices
                would that act of homage be.
              
              
                You could, for a hundred years,
                live in a forest
                tending a fire,
                or
                pay a single moment’s homage
                to one person,
                self-cultivated.
                Better than a hundred years of sacrifices
                would that act of homage be.
              
              
                Everything offered
                or sacrificed in the world
                for an entire year by one seeking merit
                doesn’t come to a fourth.
                Better to pay respect
                to those who’ve gone
                the straight way.
              
              106-108*
              
                If you’re respectful by habit,
                constantly honoring the worthy,
                four things increase:
                long life, beauty,
                happiness, strength.
              
              109
              
                Better than a hundred years
                lived without virtue, uncentered, is
                one day
                lived by a virtuous person
                absorbed in jhana.
              
              
                And better than a hundred years
                lived undiscerning, uncentered, is
                one day
                lived by a discerning person
                absorbed in jhana.
              
              
                And better than a hundred years
                lived apathetic & unenergetic, is
                one day
                lived energetic & firm.
              
              
                And better than a hundred years
                lived without seeing
                arising & passing away, is
                one day
                lived seeing
                arising & passing away.
              
              
                And better than a hundred years
                lived without seeing
                the Deathless state, is
                one day
                lived seeing
                the Deathless state.
              
              
                And better than a hundred years
                lived without seeing
                the ultimate Dhamma, is
                one day
                lived seeing
                the ultimate Dhamma.
              
              110-115
            "
https://www.dhammatalks.org/suttas/KN/Dhp/Ch09.html,"
              Dhp IX : EvilNavigationSuttas/KN/Dhp/9
              
                Be quick in doing
                what’s admirable.
                Restrain your mind
                from what’s evil.
                When you’re slow
                in making merit,
                evil delights the mind.
              
              116
              
                If a person does evil,
                he shouldn’t do it again & again,
                shouldn’t develop a penchant for it.
                To accumulate evil
                brings pain.
              
              
                If a person makes merit,
                he should do it again & again,
                should develop a penchant for it.
                To accumulate merit
                brings ease.
              
              117-118
              
                Even the evil
                meet with good fortune
                as long as their evil
                has yet to mature.
                But when it’s matured
                that’s when they meet
                with evil.
              
              
                Even the good
                meet with bad fortune
                as long as their good
                has yet to mature.
                But when it’s matured
                that’s when they meet
                with good fortune.
              
              119-120
              
                Don’t underestimate evil
                (‘It won’t amount to much’).
                A water jar fills,
                even with water
                falling     in     drops.
                With evil–even if
                bit
                by
                bit,
                habitually–
                the fool fills himself full.
              
              
                Don’t underestimate merit
                (‘It won’t amount to much’).
                A water jar fills,
                even with water
                falling     in     drops.
                With merit–even if
                bit
                by
                bit,
                habitually–
                the enlightened one fills himself full.
              
              121-122*
              
                Like a merchant with a small
                but well-laden caravan
                –a dangerous road,
                like a person who loves life
                –a poison,
                one should avoid
                –evil deeds.
              
              123
              
                If there’s no wound on the hand,
                that hand can hold poison.
                Poison won’t penetrate
                where there’s no wound.
                There’s no evil
                for those who don’t do it.
              
              124
              
                Whoever harasses
                an innocent man,
                a man pure, without blemish:
                the evil comes right back to the fool
                like fine dust
                thrown against the wind.
              
              125
              
                Some are born
                in the human womb,
                evildoers
                in hell,
                those on the good course go
                to heaven,
                while those without effluent:
                totally unbound.
              
              126*
              
                Not up in the air,
                nor in the middle of the sea,
                nor going into a cleft in the mountains
                –nowhere on earth–
                is a spot to be found
                where you could stay & escape
                your evil deed.
              
              
                Not up in the air,
                nor in the middle of the sea,
                nor going into a cleft in the mountains
                –nowhere on earth–
                is a spot to be found
                where you could stay & not succumb
                to death.
              
              127-128
            "
https://www.dhammatalks.org/suttas/KN/Dhp/Ch10.html,"
              Dhp X : The RodNavigationSuttas/KN/Dhp/10
              
                All
                tremble at the rod,
                all
                are fearful of death.
                Drawing the parallel to
                yourself,
                neither kill nor get others to kill.
              
              
                All
                tremble at the rod,
                all
                hold their life dear.
                Drawing the parallel to
                yourself,
                neither kill nor get others to kill.
              
              129-130
              
                Whoever takes a rod
                to harm living beings desiring ease,
                when he himself is looking for ease,
                meets with no ease after death.
              
              
                Whoever doesn’t take a rod
                to harm living beings desiring ease,
                when he himself is looking for ease,
                meets with ease after death.
              
              131-132
              
                Speak harshly to no one,
                or the words will be thrown
                right back at you.
                Contentious talk is painful,
                for you get struck by rods in return.
              
              
                If, like a flattened metal pot
                you don’t resound,
                you’ve attained an Unbinding;
                in you there’s found
                no contention.
              
              133-134
              
                As a cowherd with a rod
                drives cows to the field,
                so aging & death
                drive the life
                of living beings.
              
              135
              
                When doing evil deeds,
                the fool is oblivious.
                The dullard
                is tormented
                by his own deeds,
                as if burned by a fire.
              
              136
              
                Whoever, with a rod,
                harasses an innocent man, unarmed,
                quickly falls into any of ten things:
              
              
                harsh pains, devastation, a broken body, grave illness, mental derangement, trouble with the government, violent slander, relatives lost, property dissolved, houses burned down.
              
              
                At the break-up of the body
                this one with no discernment,
                reappears in
                hell.
              
              137-140
              
                Neither nakedness nor matted hair
                nor mud nor the refusal of food
                nor sleeping on the bare ground
                nor dust & dirt nor squatting austerities
                cleanses the mortal
                who’s not gone beyond doubt.
              
              
                If, though adorned, one lives in tune
                with the chaste life
                –calmed, tamed, & assured–
                having put down the rod toward all beings,
                he’s a contemplative
                a brahman
                a monk.
              
              141-142
              
                Who in the world
                is a man constrained by conscience,
                who awakens      to censure
                like a fine stallion      to the whip?
              
              143*
              
                Like a fine stallion
                struck with a whip,
                be ardent & chastened.
                Through conviction
                virtue, persistence,
                concentration, judgment,
                consummate in knowledge & conduct,
                mindful,
                you’ll abandon this not-insignificant pain.
              
              144
              
                Irrigators guide
                the water.
                Fletchers shape
                the arrow shaft.
                Carpenters shape
                the wood.
                Those of good practices control
                themselves.
              
              145
            "
