URL,Text
https://www.dhammatalks.org/suttas/KN/Thag/thag1_1.html,"
  
            Thag 1:1  SubhūtiNavigationSuttas/KN/Thag/1:1
            
              My hut is roofed, comfortable,
              free of drafts;
              my mind, well-centered,
              released.
              I remain ardent.
              So, rain-deva.
              Go ahead & rain.
            
            See also: AN 3:110; Sn 1:1
      "
https://www.dhammatalks.org/suttas/KN/Thag/thag1_2.html,"
  
    Thag 1:2  Mahā KoṭṭhitaNavigationSuttas/KN/Thag/1:2
            
              Calmed, restrained,
              giving counsel unruffled,
              he shakes off evil qualities—
              as the breeze,
              a leaf from a tree.
            
      "
https://www.dhammatalks.org/suttas/KN/Thag/thag1_3.html,"
  
    Thag 1:3  Kaṅkhā (Doubting) RevataNavigationSuttas/KN/Thag/1:3
            
              See this:
              the discernment
              of the Tathāgatas,
              like a fire ablaze in the night,
              giving light, giving eyes,
              to those who come,
              subduing their doubt.
            
      "
https://www.dhammatalks.org/suttas/KN/Thag/thag1_6.html,"
  
            Thag 1:6  Dabba (“Capable”)NavigationSuttas/KN/Thag/1:6
            
              Whoever,
              hard to tame,
              has been tamed by taming,
              —capable, contented,
              crossed over doubt,
              victorious, as his fears
              are dispersed:
              He is capable,
              unbound,
              steadfast in mind.
            
      "
https://www.dhammatalks.org/suttas/KN/Thag/thag1_7.html,"
  
            Thag 1:7  BhalliyaNavigationSuttas/KN/Thag/1:7
            
              Who scatters the troops
              of the King of Death—
              as a great flood,
              a very weak bridge made of reeds—
              is victorious,
              for his fears are dispersed.
              He’s tamed,
              unbound,
              steadfast in mind.
            
      "
https://www.dhammatalks.org/suttas/KN/Thag/thag1_7.html,"
  
    Thag 1:10  PuṇṇamāsaNavigationSuttas/KN/Thag/1:10
            
              Whoever,
              a master of knowing,
              contented,1
              restrained in mind,
              destroys longing for here & beyond,
              unsmeared with regard to all dhammas,
              would know the arising-&-disbanding
              of the world.
            
            
              Note
              1. Reading santusito with the Thai edition. Other editions have samito—calmed, appeased—which doesn’t fit the meter.
            
      "
https://www.dhammatalks.org/suttas/KN/Thag/thag1_7.html,"
  
            Thag 1:13  VanavacchaNavigationSuttas/KN/Thag/1:13
            
              The color of blue-dark clouds,
              glistening,
              cooled with the waters
              of clear-flowing streams
              covered with ladybugs:
              Those rocky crags
              refresh me.
            
      "
https://www.dhammatalks.org/suttas/KN/Thag/thag1_7.html,"
  
            Thag 1:14  Vanavaccha’s pupilNavigationSuttas/KN/Thag/1:14
            
              My preceptor said to me:
              Let’s go from here, Sīvaka.
              My body stays in the village;
              my mind has gone to the wilds.
              Even though lying down,
              I go.
              There’s no tying down
              one who knows.
            
      "
https://www.dhammatalks.org/suttas/KN/Thag/thag1_7.html,"
  
            Thag 1:16  BelaṭṭhasīsaNavigationSuttas/KN/Thag/1:16
            
              Just as a fine thoroughbred steed,
              with swishing tail & mane
              runs with next-to-no effort,
              so my days & nights
              run with next-to-no effort
              now that I’ve gained a pleasure
              not of the flesh.1
            
            
              Note
              1. See SN 36:31 and Thag 1:85.
            
      "
https://www.dhammatalks.org/suttas/KN/Thag/thag1_18.html,"
  
    Thag 1:18  SiṅgālapitarNavigationSuttas/KN/Thag/1:18
            
              There was an heir to the One Awakened,
              a monk in the Bhesakaḷā forest,
              who suffused this whole earth
              with the perception of
              “bones.”
              Quickly, I’d say, he abandoned
              sensual passion.
            
      "
https://www.dhammatalks.org/suttas/KN/Thag/thag1_18.html,"
  
            Thag 1:21  NigrodhaNavigationSuttas/KN/Thag/1:21
            
              I’m not afraid
              of danger,
              of fear.
              Our Teacher’s adept
              in the deathless.
              Where danger, where fear
              do not remain:
              That’s the path
              by which the monks go.
            
      "
https://www.dhammatalks.org/suttas/KN/Thag/thag1_18.html,"
  
            Thag 1:22  CittakaNavigationSuttas/KN/Thag/1:22
            
              Peacocks,
              crested, blue, with gorgeous necks,
              cry out
              in the Kāraṁvī woods,
              thrilled by the cold wind.
              They awaken the sleeper
              to meditate.
            
      "
https://www.dhammatalks.org/suttas/KN/Thag/thag1_23.html,"
  
    Thag 1:23  GosālaNavigationSuttas/KN/Thag/1:23
            
              I—having eaten honey-rice
              in a bamboo patch
              and rightly grasping the aggregates’1
              arising-disbanding—
              will return to the hillside, intent
              on seclusion.
            
            
              Note
              1. The aggregates of form, feeling, perception, fabrication, and consciousness. See SN 22:48, SN 22:59, and SN 22:79.
            
      "
https://www.dhammatalks.org/suttas/KN/Thag/thag1_23.html,"
  
    Thag 1:25  Nandiya (to Māra)NavigationSuttas/KN/Thag/1:25
            
              Like splendor, his mind,
              continually fruitful:
              Attack a monk like that,
              you Dark One,
              and you’ll fall
              into pain.
            
             See also: SN 5; Ud 4:4; Sn 3:2
      "
